0,475.0667114,419.7341919,419.7341919,109.4404068,109.4404068,109.4404068,109.4404068,992.5291748,1558.012695,379.4694519,2423.610596,411.9733887,1406.680176,1550.5448,345.6150513,631.0004272,184.7576294,184.7576294,956.477417,4086.055664,1326.0625,2288.666504,1523.470093,1525.947144,1542.327393,453.6315918,542.1572876,1007.266113,483.0916138,76.25269318,1726.575806,1414.853027,1450.810669,676.0408936,273.6627197,322.4010925,2390.223389,2386.69873,2394.381836,772.2299194,205.6046753,1518.221436,1511.983154,2340.401123,1803.333984,1661.306885,1661.306885,1752.224731,1701.796875,1724.015625,1724.015625,2339.109375,1473.313965,1473.313965,1762.902222,2395.859375,1015.882629,1015.882629,1015.882629,1112.672485,1749.30957,1749.30957,413.4822693,1722.565674,1314.064331,406.7191467,406.7191467,406.7191467,2429.721924,1730.894653,354.8414307,1739.698364,449.7911987,1705.344971
475.0667114,0,861.1313477,861.1313477,581.8411255,581.8411255,581.8411255,581.8411255,1458.836792,1808.189575,807.5287476,2851.793213,850.4212036,940.9406128,1797.491333,807.8430176,1043.755493,290.9797363,290.9797363,481.7212219,3670.755371,857.670166,2694.872314,1703.088989,1066.485229,1084.634766,871.6178589,851.454834,675.7927856,348.7535095,398.815918,2072.728516,1156.907593,1193.276611,533.7174683,740.2595215,773.3382568,2811.836914,2808.432861,2818.73999,305.6055603,269.50177,1052.097778,1045.110962,2778.405029,2171.227539,1981.574585,1981.574585,1311.656982,1257.235107,1279.239746,1279.239746,2765.886475,998.9324341,998.9324341,1305.706177,2819.548096,540.9559326,540.9559326,540.9559326,640.7269287,1302.344849,1302.344849,851.9158936,1278.714111,844.4072876,713.3148193,713.3148193,713.3148193,2858.623779,1287.064575,785.2595825,1284.928711,366.8138733,1261.358521
419.7341919,861.1313477,0,0,352.030365,352.030365,352.030365,352.030365,756.3022461,1662.133667,62.35185623,2240.654541,13.54866791,1802.021729,1658.506958,104.2305908,221.6127777,589.522522,589.522522,1336.223267,4504.763672,1718.282227,2150.888184,1697.227783,1851.604614,1864.766479,75.0412674,730.9349365,1426.465576,720.7294922,486.5473022,1704.447021,1542.814575,1575.638428,1079.841064,319.2432556,382.6806641,2221.185547,2217.496826,2219.799072,1131.773926,603.4121704,1856.165039,1851.577759,2137.818604,1745.480225,1677.683105,1677.683105,2163.600098,2001.407959,2023.447021,2023.447021,2160.764893,1851.45752,1851.45752,2165.819092,2222.588135,1393.689941,1393.689941,1393.689941,1499.758301,2158.051025,2158.051025,12.59603691,2020.741455,1704.508789,650.6948242,650.6948242,650.6948242,2245.156982,2028.861816,78.57042694,2144.217041,674.9072266,2004.081421
419.7341919,861.1313477,0,0,352.030365,352.030365,352.030365,352.030365,756.3022461,1662.133667,62.35185623,2240.654541,13.54866791,1802.021729,1658.506958,104.2305908,221.6127777,589.522522,589.522522,1336.223267,4504.763672,1718.282227,2150.888184,1697.227783,1851.604614,1864.766479,75.0412674,730.9349365,1426.465576,720.7294922,486.5473022,1704.447021,1542.814575,1575.638428,1079.841064,319.2432556,382.6806641,2221.185547,2217.496826,2219.799072,1131.773926,603.4121704,1856.165039,1851.577759,2137.818604,1745.480225,1677.683105,1677.683105,2163.600098,2001.407959,2023.447021,2023.447021,2160.764893,1851.45752,1851.45752,2165.819092,2222.588135,1393.689941,1393.689941,1393.689941,1499.758301,2158.051025,2158.051025,12.59603691,2020.741455,1704.508789,650.6948242,650.6948242,650.6948242,2245.156982,2028.861816,78.57042694,2144.217041,674.9072266,2004.081421
109.4404068,581.8411255,352.030365,352.030365,0,0,0,0,883.0968628,1492.099731,324.6412659,2317.55127,346.9906311,1507.802856,1485.471924,262.9833679,572.0252686,290.8647156,290.8647156,1062.332397,4168.731445,1428.279907,2186.247314,1474.915649,1635.337646,1651.749756,400.0257874,483.3262939,1082.105347,581.5181274,184.2726593,1637.373657,1506.271484,1541.915039,727.8235474,164.6378784,218.3579407,2285.173584,2281.632324,2288.907471,880.894043,313.15271,1627.303589,1621.002197,2233.027588,1709.190796,1578.214355,1578.214355,1845.071533,1811.038574,1833.259521,1833.259521,2233.302979,1578.512817,1578.512817,1860.615723,2290.486328,1121.923706,1121.923706,1121.923706,1216.657227,1843.960083,1843.960083,348.4150696,1831.778564,1416.796753,361.2633972,361.2633972,361.2633972,2323.555176,1840.104858,300.5203247,1836.686523,545.1981201,1814.566528
109.4404068,581.8411255,352.030365,352.030365,0,0,0,0,883.0968628,1492.099731,324.6412659,2317.55127,346.9906311,1507.802856,1485.471924,262.9833679,572.0252686,290.8647156,290.8647156,1062.332397,4168.731445,1428.279907,2186.247314,1474.915649,1635.337646,1651.749756,400.0257874,483.3262939,1082.105347,581.5181274,184.2726593,1637.373657,1506.271484,1541.915039,727.8235474,164.6378784,218.3579407,2285.173584,2281.632324,2288.907471,880.894043,313.15271,1627.303589,1621.002197,2233.027588,1709.190796,1578.214355,1578.214355,1845.071533,1811.038574,1833.259521,1833.259521,2233.302979,1578.512817,1578.512817,1860.615723,2290.486328,1121.923706,1121.923706,1121.923706,1216.657227,1843.960083,1843.960083,348.4150696,1831.778564,1416.796753,361.2633972,361.2633972,361.2633972,2323.555176,1840.104858,300.5203247,1836.686523,545.1981201,1814.566528
109.4404068,581.8411255,352.030365,352.030365,0,0,0,0,883.0968628,1492.099731,324.6412659,2317.55127,346.9906311,1507.802856,1485.471924,262.9833679,572.0252686,290.8647156,290.8647156,1062.332397,4168.731445,1428.279907,2186.247314,1474.915649,1635.337646,1651.749756,400.0257874,483.3262939,1082.105347,581.5181274,184.2726593,1637.373657,1506.271484,1541.915039,727.8235474,164.6378784,218.3579407,2285.173584,2281.632324,2288.907471,880.894043,313.15271,1627.303589,1621.002197,2233.027588,1709.190796,1578.214355,1578.214355,1845.071533,1811.038574,1833.259521,1833.259521,2233.302979,1578.512817,1578.512817,1860.615723,2290.486328,1121.923706,1121.923706,1121.923706,1216.657227,1843.960083,1843.960083,348.4150696,1831.778564,1416.796753,361.2633972,361.2633972,361.2633972,2323.555176,1840.104858,300.5203247,1836.686523,545.1981201,1814.566528
109.4404068,581.8411255,352.030365,352.030365,0,0,0,0,883.0968628,1492.099731,324.6412659,2317.55127,346.9906311,1507.802856,1485.471924,262.9833679,572.0252686,290.8647156,290.8647156,1062.332397,4168.731445,1428.279907,2186.247314,1474.915649,1635.337646,1651.749756,400.0257874,483.3262939,1082.105347,581.5181274,184.2726593,1637.373657,1506.271484,1541.915039,727.8235474,164.6378784,218.3579407,2285.173584,2281.632324,2288.907471,880.894043,313.15271,1627.303589,1621.002197,2233.027588,1709.190796,1578.214355,1578.214355,1845.071533,1811.038574,1833.259521,1833.259521,2233.302979,1578.512817,1578.512817,1860.615723,2290.486328,1121.923706,1121.923706,1121.923706,1216.657227,1843.960083,1843.960083,348.4150696,1831.778564,1416.796753,361.2633972,361.2633972,361.2633972,2323.555176,1840.104858,300.5203247,1836.686523,545.1981201,1814.566528
992.5291748,1458.836792,756.3022461,756.3022461,883.0968628,883.0968628,883.0968628,883.0968628,0,1228.198486,814.5829468,1484.466919,769.4669189,2353.851318,1231.617432,731.7266846,787.2492676,1170.293213,1170.293213,1932.64917,4880.876953,2280.199951,1405.769897,1381.236328,2518.358398,2534.840576,811.7177734,795.6899414,1823.85498,1433.476318,1066.748169,1076.358032,2298.200439,2331.310303,1416.623413,720.045166,687.0925293,1466.490601,1462.784668,1464.322021,1761.845703,1194.063232,2509.180908,2502.623047,1382.320801,1072.437622,1104.254761,1104.254761,2645.249268,2692.625244,2714.853027,2714.853027,1404.982422,2442.983887,2442.983887,2685.846191,1467.268433,1992.567383,1992.567383,1992.567383,2078.301025,2653.558838,2653.558838,768.7591553,2713.179932,2271.153809,856.2838745,856.2838745,856.2838745,1488.906982,2721.486572,820.475708,2658.475342,1390.73938,2696.027588
1558.012695,1808.189575,1662.133667,1662.133667,1492.099731,1492.099731,1492.099731,1492.099731,1228.198486,0,1689.371948,1516.838623,1669.509644,2359.130859,16.19039536,1571.853149,1820.984985,1632.755005,1632.755005,2124.49585,4301.837402,2320.924316,1251.044434,282.9754944,2758.358643,2781.574707,1737.166748,1016.013123,1695.222656,2012.310791,1590.840088,513.427063,2941.071777,2977.666504,1387.169922,1387.762939,1313.268677,1439.37854,1437.440918,1463.436768,2067.865723,1656.825317,2714.385986,2703.770264,1534.763794,673.9319458,351.4485168,351.4485168,2458.744385,2981.090332,3001.346924,3001.346924,1438.352539,2514.655273,2514.655273,2567.640137,1459.514771,2174.043213,2174.043213,2174.043213,2197.776611,2492.337158,2492.337158,1669.916138,3003.112061,2323.377197,1155.244995,1155.244995,1155.244995,1527.526367,3011.0625,1677.111328,2533.217773,1989.183228,2986.379395
